,From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),AT (degree C),Temp (degree C),SR (W/mt2),RH (%),WS (m/s),WD (degree),BP (mmHg),RF (mm),SO2 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Eth-Benzene,MP-Xylene,O Xylene,Toluene (ug/m3),VWS (m/s),TOT-RF (mm)
16289,02-Jun-2021 - 01:00,02-Jun-2021 - 02:00,26.5,,25.57,34.98,7.75,69.75,1.18,230.25,749.0,0.0,16.17,1.75,18.7,11.35,,31.32,,,,,,-0.25,0.0
16290,02-Jun-2021 - 02:00,02-Jun-2021 - 03:00,29.5,,25.4,34.92,7.5,72.0,0.98,237.0,749.0,0.0,16.05,1.88,23.82,14.17,,26.15,,,,,,-0.25,0.0
16291,02-Jun-2021 - 03:00,02-Jun-2021 - 04:00,26.25,,25.23,35.03,7.5,73.75,0.8,248.5,749.0,0.0,15.72,2.35,27.12,16.33,,20.8,,,,,,-0.2,0.0
16292,02-Jun-2021 - 04:00,02-Jun-2021 - 05:00,33.5,,25.12,35.03,8.0,74.25,1.0,251.0,749.0,0.0,15.72,2.25,24.95,15.05,,20.9,,,,,,-0.23,0.0
16293,02-Jun-2021 - 05:00,02-Jun-2021 - 06:00,42.0,,24.85,35.03,9.0,76.0,0.88,225.75,749.0,0.0,15.88,3.47,29.05,18.27,,16.02,,,,,,-0.2,0.0
16294,02-Jun-2021 - 06:00,02-Jun-2021 - 07:00,37.75,,25.38,35.3,115.75,73.75,1.2,240.5,749.0,0.0,15.75,3.0,22.78,14.55,,25.62,,,,,,-0.23,0.0
16295,02-Jun-2021 - 07:00,02-Jun-2021 - 08:00,44.5,,26.88,36.23,289.0,67.0,1.02,230.0,749.0,0.0,15.72,3.58,19.55,13.3,,36.92,,,,,,-0.3,0.0
16296,02-Jun-2021 - 08:00,02-Jun-2021 - 09:00,51.25,,28.05,37.03,452.75,61.5,1.57,235.25,749.0,0.0,16.07,1.93,14.32,9.22,,53.38,,,,,,-0.42,0.0
16297,02-Jun-2021 - 09:00,02-Jun-2021 - 10:00,58.0,,28.5,38.85,562.0,60.0,1.7,228.5,749.0,0.0,17.5,2.4,18.4,11.75,,63.05,,,,,,-0.45,0.0
16298,02-Jun-2021 - 10:00,02-Jun-2021 - 11:00,60.5,,29.85,36.6,689.25,52.5,1.43,223.25,749.0,0.0,15.82,2.6,20.75,13.17,,81.93,,,,,,-0.35,0.0
16299,02-Jun-2021 - 11:00,02-Jun-2021 - 12:00,24.75,,31.15,33.18,697.25,48.25,0.88,199.0,749.0,0.0,16.6,2.4,18.15,11.62,,90.95,,,,,,-0.3,0.0
16300,02-Jun-2021 - 12:00,02-Jun-2021 - 13:00,8.25,,31.52,34.88,706.5,45.75,1.05,191.25,749.0,0.0,16.62,2.3,18.15,11.5,,92.12,,,,,,-0.3,0.0
16301,02-Jun-2021 - 13:00,02-Jun-2021 - 14:00,32.25,,32.78,39.15,648.5,41.5,0.72,158.25,749.0,0.0,18.05,2.02,27.57,16.32,,91.4,,,,,,-0.23,0.0
16302,02-Jun-2021 - 14:00,02-Jun-2021 - 15:00,50.75,,32.67,37.38,457.25,41.5,0.78,157.5,749.0,0.0,16.88,2.15,27.55,16.4,,94.22,,,,,,-0.2,0.0
16303,02-Jun-2021 - 15:00,02-Jun-2021 - 16:00,28.5,,32.8,35.57,432.75,41.25,0.67,150.75,749.0,0.0,16.65,4.03,21.3,14.57,,90.0,,,,,,-0.2,0.0
16304,02-Jun-2021 - 16:00,02-Jun-2021 - 17:00,21.0,,32.75,38.67,270.75,42.25,0.62,133.25,749.0,0.0,16.07,1.95,24.27,14.5,,90.6,,,,,,-0.23,0.0
16305,02-Jun-2021 - 17:00,02-Jun-2021 - 18:00,30.75,,31.4,39.75,59.75,45.75,1.6,219.25,749.0,0.0,15.62,2.1,27.45,15.7,,92.38,,,,,,-0.47,0.0
16306,02-Jun-2021 - 18:00,02-Jun-2021 - 19:00,33.0,,30.3,40.2,9.5,49.5,2.02,227.75,749.0,0.0,15.7,2.12,31.57,18.5,,88.53,,,,,,-0.47,0.0
16307,02-Jun-2021 - 19:00,02-Jun-2021 - 20:00,31.0,,29.5,38.48,7.75,52.25,2.75,234.75,749.0,0.0,15.05,2.6,32.78,19.52,,75.3,,,,,,-0.62,0.0
16308,02-Jun-2021 - 20:00,02-Jun-2021 - 21:00,21.25,,28.92,34.33,7.75,53.25,2.65,232.25,749.0,0.0,15.6,1.85,25.25,14.97,,67.28,,,,,,-0.55,0.0
16309,02-Jun-2021 - 21:00,02-Jun-2021 - 22:00,15.0,,28.65,33.92,7.25,53.0,2.38,230.0,749.0,0.0,15.55,2.1,23.07,13.97,,61.4,,,,,,-0.53,0.0
16310,02-Jun-2021 - 22:00,02-Jun-2021 - 23:00,29.75,,28.23,33.5,7.5,54.25,2.1,239.75,749.0,0.0,15.88,2.27,23.7,14.43,,52.98,,,,,,-0.38,0.0
16311,02-Jun-2021 - 23:00,03-Jun-2021 - 00:00,31.25,,27.9,33.9,7.5,55.25,2.0,241.5,749.0,0.0,16.28,1.9,23.43,14.03,,48.27,,,,,,-0.38,0.0
16312,03-Jun-2021 - 00:00,03-Jun-2021 - 01:00,42.5,,27.95,37.88,8.0,54.75,1.18,251.25,749.0,0.0,16.5,2.38,26.68,16.1,,49.12,,,,,,-0.28,0.0
16313,03-Jun-2021 - 01:00,03-Jun-2021 - 02:00,54.5,,27.75,39.3,7.5,56.75,0.83,219.0,749.0,0.0,17.08,2.12,26.85,16.0,,50.12,,,,,,-0.2,0.0
16314,03-Jun-2021 - 02:00,03-Jun-2021 - 03:00,48.25,,27.65,39.7,8.0,58.5,1.2,236.5,749.0,0.0,16.2,1.8,27.45,16.07,,49.62,,,,,,-0.25,0.0
16315,03-Jun-2021 - 03:00,03-Jun-2021 - 04:00,44.25,,27.4,39.45,7.75,60.25,0.83,241.75,749.0,0.0,15.8,1.93,34.23,19.77,,42.83,,,,,,-0.2,0.0
16316,03-Jun-2021 - 04:00,03-Jun-2021 - 05:00,40.5,,27.1,34.93,7.75,61.75,1.28,242.25,749.0,0.0,15.43,2.33,26.02,15.72,,45.42,,,,,,-0.28,0.0
16317,03-Jun-2021 - 05:00,03-Jun-2021 - 06:00,20.5,,26.85,33.62,11.75,62.5,0.95,241.5,749.0,0.0,14.62,2.27,27.0,16.2,,37.42,,,,,,-0.23,0.0
16318,03-Jun-2021 - 06:00,03-Jun-2021 - 07:00,28.0,,27.48,33.3,122.75,60.75,1.15,242.75,749.0,0.0,15.07,6.0,24.3,17.77,,42.38,,,,,,-0.28,0.0
16319,03-Jun-2021 - 07:00,03-Jun-2021 - 08:00,32.75,,28.25,34.2,275.0,57.75,1.78,238.5,749.0,0.0,14.92,2.38,18.73,11.9,,54.6,,,,,,-0.5,0.0
16320,03-Jun-2021 - 08:00,03-Jun-2021 - 09:00,52.75,,29.33,38.9,435.25,55.0,2.3,245.75,749.0,0.0,15.7,2.25,17.9,11.35,,67.0,,,,,,-0.57,0.0
16321,03-Jun-2021 - 09:00,03-Jun-2021 - 10:00,70.0,,29.8,39.0,541.5,53.0,3.55,231.5,749.0,0.0,15.0,1.9,22.05,11.95,,78.0,,,,,,-0.85,0.0
16322,03-Jun-2021 - 10:00,03-Jun-2021 - 11:00,43.5,,30.95,36.08,660.25,50.0,2.8,234.0,749.0,0.0,16.55,1.95,17.02,10.65,,95.75,,,,,,-0.57,0.0
16323,03-Jun-2021 - 11:00,03-Jun-2021 - 12:00,27.75,,31.57,34.83,694.5,47.5,2.45,229.5,749.0,0.0,15.78,2.1,15.45,9.9,,103.4,,,,,,-0.53,0.0
16324,03-Jun-2021 - 12:00,03-Jun-2021 - 13:00,29.25,,32.2,34.15,709.75,45.5,2.33,223.75,749.0,0.0,15.93,2.15,12.97,8.65,,104.33,,,,,,-0.5,0.0
16325,03-Jun-2021 - 13:00,03-Jun-2021 - 14:00,34.5,,33.05,37.6,565.0,43.25,2.08,230.25,749.0,0.0,15.42,1.75,15.32,9.55,,103.0,,,,,,-0.5,0.0
16326,03-Jun-2021 - 14:00,03-Jun-2021 - 15:00,57.5,,31.47,39.7,101.25,48.0,3.3,236.75,749.0,0.0,16.32,1.97,19.9,12.15,,103.72,,,,,,-0.7,0.0
16327,03-Jun-2021 - 15:00,03-Jun-2021 - 16:00,54.5,,25.7,40.28,34.5,69.0,2.75,201.0,749.0,4.12,16.18,2.27,25.2,15.22,,57.5,,,,,,-0.17,16.5
16328,03-Jun-2021 - 16:00,03-Jun-2021 - 17:00,34.5,,25.05,40.33,35.75,70.25,3.75,235.5,749.0,0.0,16.15,2.62,26.68,16.3,,63.6,,,,,,-0.25,0.0
16329,03-Jun-2021 - 17:00,03-Jun-2021 - 18:00,18.0,,26.98,40.52,60.25,62.75,1.52,241.5,749.0,0.0,16.92,3.5,36.45,22.2,,58.77,,,,,,-0.2,0.0
16330,03-Jun-2021 - 18:00,03-Jun-2021 - 19:00,28.0,,27.42,40.72,25.5,59.25,1.12,233.75,749.0,0.0,16.3,3.72,39.4,23.95,,51.5,,,,,,-0.2,0.0
16331,03-Jun-2021 - 19:00,03-Jun-2021 - 20:00,31.5,,27.02,40.8,8.0,61.0,0.8,246.25,749.0,0.0,16.6,1.8,52.15,28.35,,37.2,,,,,,-0.2,0.0
16332,03-Jun-2021 - 20:00,03-Jun-2021 - 21:00,37.75,,26.88,40.95,7.75,64.25,1.02,250.75,749.0,0.0,16.77,7.05,82.57,49.65,,7.4,,,,,,-0.2,0.0
16333,03-Jun-2021 - 21:00,03-Jun-2021 - 22:00,44.0,,26.55,37.08,8.0,64.75,1.02,236.75,749.0,0.0,17.57,2.72,51.83,29.8,,24.23,,,,,,-0.2,0.0
16334,03-Jun-2021 - 22:00,03-Jun-2021 - 23:00,19.25,,26.3,34.77,8.0,65.75,0.8,191.75,749.0,0.0,15.6,3.05,52.38,30.35,,15.15,,,,,,-0.2,0.0
16335,03-Jun-2021 - 23:00,04-Jun-2021 - 00:00,22.75,,25.9,34.17,8.0,69.0,1.05,220.5,749.0,0.0,14.65,3.43,50.42,29.57,,8.32,,,,,,-0.2,0.0
16336,04-Jun-2021 - 00:00,04-Jun-2021 - 01:00,43.0,,25.77,33.83,8.0,68.5,0.9,233.5,749.0,0.0,14.93,3.38,47.0,27.75,,8.97,,,,,,-0.2,0.0
16337,04-Jun-2021 - 01:00,04-Jun-2021 - 02:00,62.25,,25.9,36.48,7.75,66.5,2.05,233.25,749.0,0.0,16.07,2.42,34.18,20.15,,19.23,,,,,,-0.23,0.0
16338,04-Jun-2021 - 02:00,04-Jun-2021 - 03:00,95.0,,25.52,39.12,8.0,71.5,0.85,225.75,749.0,0.0,16.07,3.38,42.3,25.22,,11.6,,,,,,-0.2,0.0
16339,04-Jun-2021 - 03:00,04-Jun-2021 - 04:00,101.0,,25.35,39.92,8.0,73.75,0.78,242.5,749.0,0.0,15.15,4.17,49.65,29.8,,6.12,,,,,,-0.2,0.0
16340,04-Jun-2021 - 04:00,04-Jun-2021 - 05:00,95.5,,25.38,40.33,8.0,73.25,0.8,212.5,749.0,0.0,15.6,9.05,51.2,34.6,,4.62,,,,,,-0.2,0.0
16341,04-Jun-2021 - 05:00,04-Jun-2021 - 06:00,89.75,,25.35,36.8,10.5,75.0,0.8,172.0,749.0,0.0,16.05,11.75,47.2,34.7,,5.82,,,,,,-0.2,0.0
16342,04-Jun-2021 - 06:00,04-Jun-2021 - 07:00,70.0,,26.45,34.5,113.5,70.0,0.8,174.25,749.0,0.0,15.55,15.9,47.15,37.98,,10.53,,,,,,-0.2,0.0
16343,04-Jun-2021 - 07:00,04-Jun-2021 - 08:00,76.75,,28.12,34.5,278.75,61.75,0.78,208.75,749.0,0.0,15.3,3.95,31.43,19.93,,39.55,,,,,,-0.2,0.0
16344,04-Jun-2021 - 08:00,04-Jun-2021 - 09:00,78.5,,29.38,34.67,406.0,58.75,0.75,187.0,749.0,0.0,15.38,2.83,27.47,16.93,,59.58,,,,,,-0.2,0.0
16345,04-Jun-2021 - 09:00,04-Jun-2021 - 10:00,77.0,,30.1,36.75,438.0,57.0,0.9,207.0,749.0,0.0,16.0,2.85,23.85,14.95,,71.95,,,,,,-0.2,0.0
16346,04-Jun-2021 - 10:00,04-Jun-2021 - 11:00,93.75,,31.17,40.95,587.0,54.25,0.88,231.5,749.0,0.0,16.7,2.7,34.42,20.5,,82.95,,,,,,-0.2,0.0
16347,04-Jun-2021 - 11:00,04-Jun-2021 - 12:00,90.75,,32.5,41.58,687.25,49.0,0.62,155.75,749.0,0.0,17.03,1.97,27.1,16.02,,94.9,,,,,,-0.23,0.0
16348,04-Jun-2021 - 12:00,04-Jun-2021 - 13:00,72.25,,32.78,41.88,706.0,47.0,0.88,224.0,749.0,0.0,16.62,2.5,25.6,15.65,,85.58,,,,,,-0.23,0.0
16349,04-Jun-2021 - 13:00,04-Jun-2021 - 14:00,56.0,,33.6,38.38,654.75,43.5,0.53,142.5,749.0,0.0,16.58,2.7,25.0,15.48,,92.1,,,,,,-0.2,0.0
16350,04-Jun-2021 - 14:00,04-Jun-2021 - 15:00,30.75,,33.38,35.77,557.0,42.5,0.8,207.0,749.0,0.0,15.43,5.35,16.27,13.0,,94.53,,,,,,-0.2,0.0
16351,04-Jun-2021 - 15:00,04-Jun-2021 - 16:00,26.75,,32.7,35.12,252.0,42.0,0.88,190.75,749.0,0.0,13.58,2.3,15.88,10.35,,91.3,,,,,,-0.23,0.0
16352,04-Jun-2021 - 16:00,04-Jun-2021 - 17:00,28.75,,32.23,34.7,119.25,43.25,0.72,186.25,749.0,0.0,16.07,2.45,15.5,10.25,,91.65,,,,,,-0.2,0.0
16353,04-Jun-2021 - 17:00,04-Jun-2021 - 18:00,50.0,,30.12,37.45,19.5,49.25,2.12,173.0,749.0,0.0,17.02,2.0,18.15,11.28,,81.2,,,,,,-0.17,0.0
16354,04-Jun-2021 - 18:00,04-Jun-2021 - 19:00,77.75,,27.7,39.4,7.75,58.0,1.65,172.25,749.0,0.0,17.73,3.1,26.25,16.48,,65.57,,,,,,-0.2,0.0
16355,04-Jun-2021 - 19:00,04-Jun-2021 - 20:00,43.25,,27.68,40.08,7.75,58.75,0.7,125.5,749.0,0.0,20.75,3.03,36.33,21.8,,52.77,,,,,,-0.2,0.0
16356,04-Jun-2021 - 20:00,04-Jun-2021 - 21:00,41.5,,27.75,40.67,8.0,57.5,0.68,211.75,749.0,0.0,17.52,2.27,27.0,16.23,,60.23,,,,,,-0.2,0.0
16357,04-Jun-2021 - 21:00,04-Jun-2021 - 22:00,36.25,,27.52,37.38,7.5,58.5,2.68,242.25,749.0,0.0,17.32,2.62,32.15,19.2,,52.25,,,,,,-0.2,0.0
16358,04-Jun-2021 - 22:00,04-Jun-2021 - 23:00,15.25,,26.83,34.8,7.75,62.5,1.65,215.0,749.0,0.0,16.4,1.95,19.8,12.1,,48.23,,,,,,-0.2,0.0
16359,04-Jun-2021 - 23:00,05-Jun-2021 - 00:00,15.5,,26.9,34.02,8.0,61.5,1.3,213.5,749.0,0.0,15.55,2.15,17.33,10.92,,48.62,,,,,,-0.2,0.0
16360,05-Jun-2021 - 00:00,05-Jun-2021 - 01:00,22.0,,26.98,33.7,8.0,59.75,2.58,222.5,749.0,0.0,15.72,2.03,17.05,10.68,,50.83,,,,,,-0.2,0.0
16361,05-Jun-2021 - 01:00,05-Jun-2021 - 02:00,23.0,,26.9,36.5,8.0,59.5,0.7,185.5,749.0,0.0,16.85,1.83,15.9,9.95,,51.38,,,,,,-0.2,0.0
16362,05-Jun-2021 - 02:00,05-Jun-2021 - 03:00,38.0,,26.8,39.38,8.0,60.0,0.62,171.75,749.0,0.0,15.62,2.53,20.67,13.05,,45.67,,,,,,-0.2,0.0
16363,05-Jun-2021 - 03:00,05-Jun-2021 - 04:00,43.5,,26.9,40.25,8.0,60.0,0.62,145.25,749.0,0.0,14.18,2.17,28.0,16.68,,36.9,,,,,,-0.2,0.0
16364,05-Jun-2021 - 04:00,05-Jun-2021 - 05:00,32.25,,26.8,40.6,8.0,60.75,0.78,118.25,749.0,0.0,15.55,2.33,29.0,17.32,,36.65,,,,,,-0.2,0.0
16365,05-Jun-2021 - 05:00,05-Jun-2021 - 06:00,25.25,,26.73,37.48,8.0,62.0,0.75,149.75,749.0,0.0,16.12,2.3,28.27,16.95,,34.6,,,,,,-0.2,0.0
16366,05-Jun-2021 - 06:00,05-Jun-2021 - 07:00,11.5,,26.45,34.53,21.5,65.75,0.8,210.75,749.0,0.0,16.12,4.82,38.18,24.25,,15.52,,,,,,-0.2,0.0
16367,05-Jun-2021 - 07:00,05-Jun-2021 - 08:00,16.5,,27.05,33.98,111.75,64.0,0.8,217.25,749.0,0.0,15.75,3.15,25.6,16.17,,26.98,,,,,,-0.2,0.0
16368,05-Jun-2021 - 08:00,05-Jun-2021 - 09:00,26.75,,28.77,33.98,320.75,57.25,0.53,183.25,749.0,0.0,16.07,2.5,20.52,12.97,,42.55,,,,,,-0.2,0.0
16369,05-Jun-2021 - 09:00,05-Jun-2021 - 10:00,26.0,,29.3,35.35,276.0,54.0,0.75,113.0,749.0,0.0,17.05,2.1,19.15,11.85,,53.3,,,,,,-0.2,0.0
16370,05-Jun-2021 - 10:00,05-Jun-2021 - 11:00,51.75,,30.7,40.02,596.5,49.5,0.85,123.25,749.0,0.0,15.2,3.9,27.85,18.02,,62.6,,,,,,-0.2,0.0
16371,05-Jun-2021 - 11:00,05-Jun-2021 - 12:00,62.25,,31.83,40.95,755.25,47.0,0.73,137.0,749.0,0.0,14.45,3.2,27.12,17.02,,75.15,,,,,,-0.2,0.0
16372,05-Jun-2021 - 12:00,05-Jun-2021 - 13:00,48.0,,32.08,41.6,569.5,45.25,0.9,121.0,749.0,0.0,15.55,4.28,24.38,16.45,,79.22,,,,,,-0.2,0.0
16373,05-Jun-2021 - 13:00,05-Jun-2021 - 14:00,32.0,,32.55,38.97,634.75,43.75,1.02,127.5,749.0,0.0,15.67,2.27,22.95,14.1,,84.7,,,,,,-0.2,0.0
16374,05-Jun-2021 - 14:00,05-Jun-2021 - 15:00,12.25,,32.48,35.95,571.75,41.5,1.65,111.0,749.0,0.0,15.43,3.15,23.25,14.95,,74.92,,,,,,-0.2,0.0
16375,05-Jun-2021 - 15:00,05-Jun-2021 - 16:00,17.25,,33.23,35.32,437.0,39.5,0.75,131.5,749.0,0.0,15.05,2.83,23.4,14.73,,64.8,,,,,,-0.2,0.0
16376,05-Jun-2021 - 16:00,05-Jun-2021 - 17:00,21.5,,32.47,35.0,196.5,39.75,0.9,115.0,749.0,0.0,15.85,6.3,38.85,25.75,,57.65,,,,,,-0.2,0.0
16377,05-Jun-2021 - 17:00,05-Jun-2021 - 18:00,26.75,,31.62,37.12,76.25,43.5,0.68,153.25,749.0,0.0,17.15,3.57,29.95,18.82,,69.28,,,,,,-0.2,0.0
16378,05-Jun-2021 - 18:00,05-Jun-2021 - 19:00,42.5,,31.2,40.05,13.75,45.25,1.1,221.5,749.0,0.0,16.1,2.45,24.0,14.75,,77.93,,,,,,-0.2,0.0
16379,05-Jun-2021 - 19:00,05-Jun-2021 - 20:00,56.25,,30.8,41.02,7.75,46.25,0.85,226.25,749.0,0.0,14.53,4.62,32.67,21.12,,64.38,,,,,,-0.2,0.0
16380,05-Jun-2021 - 20:00,05-Jun-2021 - 21:00,56.0,,30.02,41.5,7.75,49.75,1.43,198.5,749.0,0.0,15.8,2.28,29.92,17.75,,59.1,,,,,,-0.2,0.0
16381,05-Jun-2021 - 21:00,05-Jun-2021 - 22:00,43.5,,29.08,38.73,8.0,52.25,1.02,204.0,749.0,0.0,16.4,2.55,22.65,14.12,,67.62,,,,,,-0.2,0.0
16382,05-Jun-2021 - 22:00,05-Jun-2021 - 23:00,13.5,,28.58,35.3,7.5,54.0,1.47,212.0,749.0,0.0,16.18,2.03,18.38,11.43,,66.38,,,,,,-0.2,0.0
16383,05-Jun-2021 - 23:00,06-Jun-2021 - 00:00,10.75,,28.15,35.02,7.75,56.75,1.5,214.75,749.0,0.0,15.4,1.75,16.45,10.18,,56.82,,,,,,-0.2,0.0
16384,06-Jun-2021 - 00:00,06-Jun-2021 - 01:00,19.25,,27.77,34.73,8.0,58.25,1.05,188.5,749.0,0.0,15.28,2.15,15.03,9.72,,50.82,,,,,,-0.18,0.0
16385,06-Jun-2021 - 01:00,06-Jun-2021 - 02:00,30.75,,27.38,36.67,7.75,60.75,0.85,191.0,749.0,0.0,16.45,1.57,15.52,9.53,,40.08,,,,,,-0.2,0.0
16386,06-Jun-2021 - 02:00,06-Jun-2021 - 03:00,39.0,,27.17,39.62,8.0,60.75,0.67,198.75,749.0,0.0,15.9,2.17,19.8,12.3,,35.78,,,,,,-0.2,0.0
16387,06-Jun-2021 - 03:00,06-Jun-2021 - 04:00,45.0,,27.25,40.6,7.75,58.75,0.75,145.5,749.0,0.0,14.9,2.02,22.55,13.65,,39.9,,,,,,-0.2,0.0
16388,06-Jun-2021 - 04:00,06-Jun-2021 - 05:00,34.75,,27.23,41.12,8.0,59.75,0.78,193.25,749.0,0.0,16.17,2.65,22.2,14.0,,38.15,,,,,,-0.2,0.0
16389,06-Jun-2021 - 05:00,06-Jun-2021 - 06:00,26.5,,27.02,38.65,8.5,60.5,0.65,140.5,749.0,0.0,16.6,2.25,26.15,15.72,,34.18,,,,,,-0.2,0.0
16390,06-Jun-2021 - 06:00,06-Jun-2021 - 07:00,11.5,,27.3,35.4,122.5,61.0,0.8,121.25,749.0,0.0,16.05,3.45,24.45,15.8,,28.32,,,,,,-0.2,0.0
16391,06-Jun-2021 - 07:00,06-Jun-2021 - 08:00,9.75,,27.67,35.55,177.5,59.0,0.82,116.5,749.0,0.0,15.5,2.25,19.33,12.1,,33.38,,,,,,-0.2,0.0
16392,06-Jun-2021 - 08:00,06-Jun-2021 - 09:00,20.75,,28.92,35.08,393.0,54.75,0.85,137.0,749.0,0.0,15.78,3.33,18.27,12.4,,43.6,,,,,,-0.2,0.0
16393,06-Jun-2021 - 09:00,06-Jun-2021 - 10:00,29.0,,29.5,35.4,563.0,53.0,1.5,118.0,749.0,0.0,16.1,6.2,30.8,21.45,,43.1,,,,,,-0.2,0.0
16394,06-Jun-2021 - 10:00,06-Jun-2021 - 11:00,39.0,,31.3,40.85,684.0,49.0,1.15,98.25,749.0,0.0,16.02,3.65,21.7,14.47,,67.08,,,,,,-0.2,0.0
16395,06-Jun-2021 - 11:00,06-Jun-2021 - 12:00,56.25,,32.52,41.73,737.25,45.5,0.85,111.5,749.0,0.0,15.62,3.67,31.25,19.65,,74.65,,,,,,-0.2,0.0
16396,06-Jun-2021 - 12:00,06-Jun-2021 - 13:00,52.25,,33.3,42.2,719.75,42.75,1.12,117.0,749.0,0.0,16.3,2.35,22.62,13.95,,85.97,,,,,,-0.18,0.0
16397,06-Jun-2021 - 13:00,06-Jun-2021 - 14:00,43.75,,33.92,40.55,683.5,40.0,1.12,125.25,749.0,0.0,16.3,2.25,20.45,12.72,,81.03,,,,,,-0.2,0.0
16398,06-Jun-2021 - 14:00,06-Jun-2021 - 15:00,27.0,,33.75,36.55,460.25,39.5,1.1,143.0,749.0,0.0,16.32,2.08,15.43,9.9,,82.05,,,,,,-0.2,0.0
16399,06-Jun-2021 - 15:00,06-Jun-2021 - 16:00,8.75,,33.77,35.67,440.75,39.5,1.73,110.5,749.0,0.0,15.53,2.8,15.35,10.45,,76.8,,,,,,-0.2,0.0
16400,06-Jun-2021 - 16:00,06-Jun-2021 - 17:00,18.5,,33.5,35.33,264.5,39.75,1.55,116.0,749.0,0.0,16.27,1.85,14.0,8.88,,84.78,,,,,,-0.2,0.0
16401,06-Jun-2021 - 17:00,06-Jun-2021 - 18:00,25.75,,33.15,36.73,65.5,40.0,1.1,116.0,749.0,0.0,16.6,2.4,20.15,12.68,,82.12,,,,,,-0.2,0.0
16402,06-Jun-2021 - 18:00,06-Jun-2021 - 19:00,38.25,,32.4,40.05,9.5,41.5,0.93,101.5,749.0,0.0,16.22,6.25,43.7,28.32,,59.45,,,,,,-0.2,0.0
16403,06-Jun-2021 - 19:00,06-Jun-2021 - 20:00,50.25,,31.83,41.23,8.0,43.0,0.78,93.0,749.0,0.0,15.07,2.05,31.85,18.6,,61.68,,,,,,-0.2,0.0
16404,06-Jun-2021 - 20:00,06-Jun-2021 - 21:00,47.0,,31.2,41.85,7.5,45.0,0.8,133.5,749.0,0.0,15.38,13.95,51.3,38.6,,38.17,,,,,,-0.2,0.0
16405,06-Jun-2021 - 21:00,06-Jun-2021 - 22:00,43.25,,30.58,40.52,7.75,47.75,0.83,140.5,749.0,0.0,16.2,2.45,40.23,23.35,,47.75,,,,,,-0.2,0.0
16406,06-Jun-2021 - 22:00,06-Jun-2021 - 23:00,35.25,,30.08,36.65,7.75,49.0,0.78,140.0,749.0,0.0,15.28,2.12,30.68,18.0,,50.6,,,,,,-0.2,0.0
16407,06-Jun-2021 - 23:00,07-Jun-2021 - 00:00,23.0,,29.77,36.05,7.75,50.0,0.88,139.0,749.0,0.0,13.45,3.75,30.8,19.45,,43.8,,,,,,-0.2,0.0
16408,07-Jun-2021 - 00:00,07-Jun-2021 - 01:00,40.0,,29.58,37.1,7.75,50.0,0.95,127.75,749.0,0.0,15.67,8.4,31.18,23.4,,41.85,,,,,,-0.2,0.0
16409,07-Jun-2021 - 01:00,07-Jun-2021 - 02:00,43.75,,29.32,35.98,7.75,50.25,1.05,122.0,749.0,0.0,15.2,1.75,19.3,11.7,,46.95,,,,,,-0.2,0.0
16410,07-Jun-2021 - 02:00,07-Jun-2021 - 03:00,40.5,,28.95,38.12,7.75,52.0,1.0,104.0,749.0,0.0,17.33,2.5,18.48,11.88,,43.85,,,,,,-0.2,0.0
16411,07-Jun-2021 - 03:00,07-Jun-2021 - 04:00,51.75,,28.88,40.45,8.0,52.25,0.78,98.25,749.0,0.0,20.52,48.5,50.4,66.25,,19.28,,,,,,-0.2,0.0
16412,07-Jun-2021 - 04:00,07-Jun-2021 - 05:00,51.5,,28.58,41.3,8.0,53.5,0.78,109.25,749.0,0.0,17.0,10.45,32.47,25.8,,34.62,,,,,,-0.2,0.0
16413,07-Jun-2021 - 05:00,07-Jun-2021 - 06:00,45.75,,28.48,41.7,9.25,54.5,0.8,156.25,749.0,0.0,16.25,2.57,36.2,21.35,,29.9,,,,,,-0.2,0.0
16414,07-Jun-2021 - 06:00,07-Jun-2021 - 07:00,45.0,,28.92,38.6,108.0,54.75,0.8,250.25,749.0,0.0,16.25,5.38,44.15,27.93,,27.68,,,,,,-0.2,0.0
16415,07-Jun-2021 - 07:00,07-Jun-2021 - 08:00,27.0,,31.1,36.65,277.5,48.75,0.78,240.5,749.0,0.0,16.1,5.47,39.1,25.27,,45.77,,,,,,-0.2,0.0
16416,07-Jun-2021 - 08:00,07-Jun-2021 - 09:00,33.75,,32.2,37.15,433.0,45.75,0.62,161.75,749.0,0.0,16.75,2.25,30.88,18.27,,83.35,,,,,,-0.2,0.0
16417,07-Jun-2021 - 09:00,07-Jun-2021 - 10:00,54.0,,32.95,36.75,544.5,42.0,0.6,129.5,749.0,0.0,20.65,3.0,23.4,14.9,,101.15,,,,,,-0.2,0.0
16418,07-Jun-2021 - 10:00,07-Jun-2021 - 11:00,53.25,,33.35,39.05,667.5,41.0,0.93,111.0,749.0,0.0,15.15,2.4,26.4,15.98,,109.83,,,,,,-0.2,0.0
16419,07-Jun-2021 - 11:00,07-Jun-2021 - 12:00,49.75,,33.78,36.12,713.5,40.75,1.0,123.75,749.0,0.0,9.28,2.75,22.8,14.38,,103.93,,,,,,-0.2,0.0
